Id,ProjectName,Country,Town,Latitude,Longitude,Scope,Technology,Capacitym3d,Feedwater,Offtaker,Units,Contractdate,Onlinedate,Status,Rawwatersalinity,Powerconsumption,Contractscope,Dealstructure,EstimatedEPCcost,Currency,EPCContractordesal1,EPCContractordesal2,EPCContractordesal3,EPCContractordesal4,EPCContractordesal5
51264,Shaybah Mob Camp,Saudi Arabia,Shaybah,30.4305556,38.55,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2007,2007,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42272,Sheik Bakr Private Palace,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),150,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1997,1998,Online,0,,EPC,,,,AES Arabia Ltd.,,,,
52555,Sheikh Mustaf Idress,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),600,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2009,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
37089,Shoaiba,Saudi Arabia,Shoaiba,20.73171285,39.5255127,Desalination Plant,RO (Reverse osmosis),113,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1996,1996,Online,,,EPC,,1280000,USD,Al Kawther Industries Ltd.,,,,
37084,Shoaiba,Saudi Arabia,Shoaiba,20.73171285,39.5255127,Desalination Plant,MSF (Multi-stage flash),7200,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),2,1999,2000,Online,,,EPC,,11000000,USD,REGGIANE,,,,
37082,Shoaiba,Saudi Arabia,Shoaiba,20.73171285,39.5255127,Desalination Plant,MSF (Multi-stage flash),3600,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),1,2004,2006,Online,,,EPC,,8590000,USD,REGGIANE,,,,
37083,Shoaiba,Saudi Arabia,Shoaiba,20.73171285,39.5255127,Desalination Plant,MSF (Multi-stage flash),3600,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),1,2001,2002,Online,,,EPC,,6000000,USD,REGGIANE,,,,
37081,Shoaiba,Saudi Arabia,Shoaiba,20.73171285,39.5255127,Desalination Plant,MSF (Multi-stage flash),3600,Seawater (TDS 20000ppm - 50000ppm),Power stations (TDS <10ppm),1,2005,2007,Online,,,EPC,,,,REGGIANE,,,,
37085,Shoaiba 2,Saudi Arabia,Shoaiba,20.73171285,39.5255127,Desalination Plant,MSF (Multi-stage flash),454600,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),10,1993,2002,Online,39000,,EPC,,476400000,USD,Bechtel,Doosan Heavy Industries & Construction Co., Ltd.,,,
4524,Shoaiba 3,Saudi Arabia,Shoaiba 3,20.683333,39.35,Power/Desal Plant,MSF (Multi-stage flash),880000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),12,2005,2009,Online,39000,,EPC,BOO,,,Doosan Heavy Industries & Construction Co., Ltd.,,,,
43081,Shoaiba 3 Expansion,Saudi Arabia,Shoaiba 3,20.683333,39.35,Desalination Plant,RO (Reverse osmosis),150000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),10,2007,2009,Online,44600,4.7,,,,,Doosan Heavy Industries & Construction Co., Ltd.,,,,
4530,Shuqaiq 2,Saudi Arabia,Shuqaiq,25.4833333,49.6,Power/Desal Plant,RO (Reverse osmosis),213000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),16,2006,2010,Online,44000,,EPC,BOO,,,Mitsubishi Heavy Industries,,,,
51287,Siyanco WTP project,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),300,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42274,Slaughter House for Bin jarboa,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42240,SMC Hospital Expansion,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),151,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
52450,South Jeddah Corniche(SoJeCo),Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),10000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),4,2007,2011,Online,,,,,,,Suido Kiko Kaisha Ltd.,,,,
51336,Spare Units for Saad Projects,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),2400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
52554,SPCC Water Treatment,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),1032,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
51337,SRO Beda,Saudi Arabia,Tabuk,28.3833333,36.5833333,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2008,2008,Online,,,,,,,,,,,
51338,SRO Haql,Saudi Arabia,Tabuk,28.3833333,36.5833333,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),,2008,2008,Online,,,,,,,,,,,
50447,SSH & Abdulaziz Project, Al Khobar,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),2400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),2,2005,2006,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
51340,Steel Factory,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),3600,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),3,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
50483,Street of Dreams Project, Khobar,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),430,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,2006,2006,Online,,,,,,,Wetico,,,,
51367,SWCC Research Plants,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),400,Seawater (TDS 20000ppm - 50000ppm),Demonstration,4,2008,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42163,Sweet Water Factory,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),606,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1997,1998,Online,,,EPC,,,,AES Arabia Ltd.,,,,
35688,Tabuk,Saudi Arabia,Tabuk,28.3833333,36.5833333,Desalination Plant,RO (Reverse osmosis),100,Seawater (TDS 20000ppm - 50000ppm),Military,1,1997,1997,Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
37102,Tabuk,Saudi Arabia,Tabuk,28.3833333,36.5833333,Desalination Plant,MED (Multi-effect distillation),1500,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),3,1995,1996,Online,,,EPC,,3980000,USD,Sasakura Engineering Co., Ltd ,,,,
42243,Tania Est. Bottling Plant,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),201,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2002,2003,Online,,,EPC,,,,AES Arabia Ltd.,,,,
53440,Tania Water Factory,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),1000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2010,Online,,,,,,,Wetico,,,,
51380,Tania Water Factory,Saudi Arabia,Al Kharj,24.1483333,47.305,Desalination Plant,RO (Reverse osmosis),500,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2008,Online,,,,,,,Wetico,,,,
54579,Technical College Containerized RO unit,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,2010,2010,Online,,,,,,,Al Kawther Industries Ltd.,,,,
51960,Temporary Camp Facilities in Khurais-Saudi Aramco,Saudi Arabia,Khurais,25.0930612,48.01464845,Desalination Plant,RO (Reverse osmosis),738,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,2006,2006,Online,,,,,,,AES Arabia Ltd.,,,,
37137,Thual Palace,Saudi Arabia,Thual Palace,22.2833,39.1,Desalination Plant,RO (Reverse osmosis),1950,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2002,2003,Online,,,EPC,,5460000,USD,,,,,
37138,Thumama,Saudi Arabia,Thumama,25.2322222,46.6341667,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2002,2003,Online,,,EPC,,,,Wetico,,,,
42195,Thumama Farm,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),364,Brackish water or inland water (TDS 3000ppm - <20000ppm),Irrigation (TDS <1000ppm),1,2000,2001,Online,,,EPC,,,,AES Arabia Ltd.,,,,
51435,Tumama Project,Saudi Arabia,Saudi Arabia,24.046464,44.67480496,Desalination Plant,RO (Reverse osmosis),500,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2008,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
54529,Turaif Border Security Project phase 1,Saudi Arabia,Turaif,31.6775,38.6530556,Desalination Plant,RO (Reverse osmosis),675,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,,2010,2011,Online,,,,,,,Wetico,,,,
42126,Ubhor,Saudi Arabia,Obhur,21.73665688,39.07150269,Desalination Plant,RO (Reverse osmosis),2752,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,2002,2003,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42118,Ubhor,Saudi Arabia,Obhur,21.73665688,39.07150269,Desalination Plant,RO (Reverse osmosis),3596,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),2,2003,2004,Online,,,EPC,,,,AES Arabia Ltd.,,,,
37142,Um Al Sahik,Saudi Arabia,Ras Tanura,26.6438889,50.1591667,Desalination Plant,RO (Reverse osmosis),300,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1999,2000,Online,,,EPC,,,,Wetico,,,,
37145,Umm Lujj,Saudi Arabia,Umm Lujj,25.0241667,37.2688889,Desalination Plant,RO (Reverse osmosis),35000,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),3,1999,1999,Online,,,EPC,,20520000,USD,Saudi Industries for Desalination Membranes & Systems Ltd. (Sidmas),,,,
37148,Unayzah,Saudi Arabia,Unayzah,26.0955556,43.9797222,Desalination Plant,RO (Reverse osmosis),1000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2003,2004,Online,,,EPC,,,,Wetico,,,,
37152,Unayzah,Saudi Arabia,Unayzah,26.0955556,43.9797222,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1996,1997,Online,,,EPC,,410000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
52092,United Flower for Vegetable Oil Factory,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),600,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2009,2009,Online,,,,,,,AES Arabia Ltd.,,,,
54593,Universal Metal Coating Factory,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),189,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),,2010,2010,Online,,,,,,,AES Corporation,,,,
42110,Upgrade of Berri Gas plant,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),4696,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),4,2004,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42119,Upgrade of Berri Gas plant,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),3273,Pure water or tap water (TDS <500ppm),Industry (TDS <10ppm),3,2005,2006,Online,,,EPC,,,,AES Arabia Ltd.,,,,
42098,Upgrade of Central R.O Sys. in Jubail,Saudi Arabia,Al Jubail,27.065556,49.611667,Desalination Plant,RO (Reverse osmosis),37850,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),6,2001,2002,Online,,,EPC,,,,AES Arabia Ltd.,,,,
53870,Vocational Training Center,Saudi Arabia,Dammam,26.4258333,50.1141667,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2010,2010,Online,,,,,,,AES Arabia Ltd.,,,,
37160,Wadi Al Dawasir,Saudi Arabia,Wadi Al Dawasir,20.398889,46.478889,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1998,1999,Online,,,EPC,,,,Wetico,,,,
37167,Wadi Al Dawasir,Saudi Arabia,Wadi Al Dawasir,20.398889,46.478889,Desalination Plant,RO (Reverse osmosis),400,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1999,2000,Online,,,EPC,,410000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
37161,Wadi Al Dawasir,Saudi Arabia,Wadi Al Dawasir,20.398889,46.478889,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1999,2000,Online,,,EPC,,,,Wetico,,,,
37159,Wadi Al Dawasir,Saudi Arabia,Wadi Al Dawasir,20.398889,46.478889,Desalination Plant,RO (Reverse osmosis),200,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2004,2005,Online,,,EPC,,,,Wetico,,,,
51558,Wadi Fatmah RO Plant,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),1000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2008,Online,,,,,,,Wetico,,,,
42260,Water Shop,Saudi Arabia,Al Kharj,24.1483333,47.305,Desalination Plant,RO (Reverse osmosis),152,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1998,1999,Online,,,EPC,,,,AES Arabia Ltd.,,,,
52566,Weather Ford Phase 2,Saudi Arabia,Al Khobar,26.2794444,50.2083333,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2009,2009,Online,,,,,,,Veolia Metito Arabia Industries,,,,
52124,WESSCO (Joint venture of KWS & WESCO),Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),11000,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),9,2007,2008,Online,,,,,,,GE INFRASTRUCTURE,Kindasa Water Services,,,
53648,Western Bakery- lusine,Saudi Arabia,Al Kharj,24.1483333,47.305,Desalination Plant,RO (Reverse osmosis),700,Brackish water or inland water (TDS 3000ppm - <20000ppm),Tourist facilities drinking water in  (TDS 10ppm - <1000ppm),2,2009,2010,Online,,,,,,,Wetico,,,,
52547,WTP for Private Residence,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),250,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
53854,Yamama Factory red bricks,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),,1,2009,2010,Online,,,,,,,Wetico,,,,
51641,Yamamah College,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
42143,Yamamah Compound,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),1000,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2004,2005,Online,,,EPC,,,,AES Arabia Ltd.,,,,
51646,Yamamah Village 3,Saudi Arabia,Riyadh,24.6408333,46.7727778,Desalination Plant,RO (Reverse osmosis),1500,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2007,2008,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
52156,Yanabee Al Wadi,Saudi Arabia,Wadi Al Dawasir,20.398889,46.478889,Desalination Plant,RO (Reverse osmosis),600,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2009,Online,,,,,,,Wetico,,,,
37179,Yanbu,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,MSF (Multi-stage flash),13680,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),1,2000,2002,Online,,,EPC,,36700000,USD,Mitsui & Co.,,,,
37180,Yanbu,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,MSF (Multi-stage flash),27400,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),2,1993,1996,Online,,,EPC,,49100000,USD,Mitsui & Co.,,,,
37198,Yanbu,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,RO (Reverse osmosis),50400,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),6,2002,2006,Online,,,EPC,,22740000,USD,Cadagua S.A.,,,,
37178,Yanbu,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,MSF (Multi-stage flash),110000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),5,1978,1981,Online,,,EPC,,166400000,USD,Sasakura Engineering Co., Ltd ,,,,
37174,Yanbu,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,MSF (Multi-stage flash),27300,Seawater (TDS 20000ppm - 50000ppm),Industry (TDS <10ppm),3,1982,1984,Online,,,EPC,,15000000,USD,Doosan Heavy Industries & Construction Co., Ltd.,,,,
3499,Yanbu/Medina 2,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,RO (Reverse osmosis),127800,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1992,1998,Online,40000,,EPC,,228000000,USD,Mitsubishi Heavy Industries,,,,
51654,Zamil Steel,Saudi Arabia,Saudi Arabia,24.046464,44.67480496,Desalination Plant,RO (Reverse osmosis),250,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2008,2009,Online,,,,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
53787,Ziad Adbuljawad Private Villa,Saudi Arabia,Jeddah,21.5169444,39.2191667,Desalination Plant,RO (Reverse osmosis),100,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,2009,2010,Online,,,,,,,AES Arabia Ltd.,,,,
52338,Zirku Island,Saudi Arabia,Abu Dhabi,24.47715001,54.36474611,Desalination Plant,RO (Reverse osmosis),800,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,2008,2009,Online,,,,,,,Babcock Borsig Power,,,,
42225,Zulfi Hospital,Saudi Arabia,,,,Desalination Plant,RO (Reverse osmosis),250,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,2003,2004,Online,,,EPC,,,,AES Arabia Ltd.,,,,
52922,Yanbu,Saudi Arabia,Yanbu,24.0852778,38.0486111,Desalination Plant,FR (Freeze),210,Seawater (TDS 20000ppm - 50000ppm),Demonstration,1,1987,1987,Offline (Mothballed),,,,,,,,,,,
35708,Abha,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),300,Pure water or tap water (TDS <500ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1989,1989,Presumed Online,140000,,EPC,,310000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35707,Abha,Saudi Arabia,Abha,18.2163889,42.5052778,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1986,1986,Presumed Online,,,EPC,,210000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35709,Abqaiq,Saudi Arabia,Abqaiq,25.9355556,49.6683333,Desalination Plant,RO (Reverse osmosis),254,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1991,1992,Presumed Online,,,EPC,,260000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35716,Aflaj,Saudi Arabia,Aflaj,22.25,46.825,Desalination Plant,RO (Reverse osmosis),136,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1994,1994,Presumed Online,,,EPC,,110000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35718,Aflan,Saudi Arabia,Aflan,,,Desalination Plant,RO (Reverse osmosis),250,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1994,1995,Presumed Online,,,EPC,,210000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35717,Aflan,Saudi Arabia,Aflan,,,Desalination Plant,RO (Reverse osmosis),150,River water or low concentrated saline water (TDS 500ppm - <3000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1994,1994,Presumed Online,,,EPC,,130000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35723,Al Bahah,Saudi Arabia,Al Bahah,20.0166667,41.4666667,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1988,1988,Presumed Online,,,EPC,,100000,USD,Al Kawther Industries Ltd.,,,,
35734,Al Findi,Saudi Arabia,Al Findi,,,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Military,1,1994,1995,Presumed Online,,,EPC,,160000,USD,GETCO,,,,
35737,Al Hair,Saudi Arabia,Al Hair,24.402222,46.836667,Desalination Plant,MED (Multi-effect distillation),288,Brine or concentrated seawater (TDS >50000ppm),Industry (TDS <10ppm),2,1980,1981,Presumed Online,,,EPC,,950000,USD,Hamworthy Serck Como GmbH,,,,
36291,Al Haql,Saudi Arabia,Al Haql,29.2994444,34.9511111,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1986,1986,Presumed Online,,,EPC,,100000,USD,Al Kawther Industries Ltd.,,,,
36292,Al Haql,Saudi Arabia,Al Haql,29.2994444,34.9511111,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1987,1987,Presumed Online,,,EPC,,210000,USD,Al Kawther Industries Ltd.,,,,
2533,Al Haql 2,Saudi Arabia,Al Haql,29.2994444,34.9511111,Desalination Plant,RO (Reverse osmosis),6000,Seawater (TDS 20000ppm - 50000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),,1987,1988,Presumed Online,43000,,EPC,,14600000,USD,Al Kawther Industries Ltd.,ENVIROGENICS (closed),,,
35740,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1995,1995,Presumed Online,,,EPC,,100000,USD,Al Kawther Industries Ltd.,,,,
35749,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),221,Brackish water or inland water (TDS 3000ppm - <20000ppm),Irrigation (TDS <1000ppm),1,1992,1993,Presumed Online,,,EPC,,230000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35743,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),150,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1988,1988,Presumed Online,,,EPC,,160000,USD,Al Kawther Industries Ltd.,,,,
35641,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),134,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1992,1993,Presumed Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
35741,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),112,Brackish water or inland water (TDS 3000ppm - <20000ppm),Industry (TDS <10ppm),1,1989,1989,Presumed Online,,,EPC,,120000,USD,Al Kawther Industries Ltd.,,,,
35746,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),100,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1995,1995,Presumed Online,,,EPC,,100000,USD,VEOLIA METITO ARABIA INDUSTRIES,,,,
35642,Al Hassa,Saudi Arabia,Al Hassa,21.54762072,39.23300172,Desalination Plant,RO (Reverse osmosis),200,Brackish water or inland water (TDS 3000ppm - <20000ppm),Municipalities as drinking water (TDS 10ppm - <1000ppm),1,1986,1986,Presumed Online,,,EPC,,,,VEOLIA METITO ARABIA INDUSTRIES,,,,
